,att1,def1,mid1,ovr1,rank1,att2,def2,mid2,ovr2,rank2,score,winner,att,def,mid,ovr,rank
1328,71,71,73,72,24,74,69,70,71,50,1.0,1,-3,2,3,1,-26
1329,87,82,85,85,3,70,68,71,71,60,2.0,1,17,14,14,14,-57
1330,81,78,78,77,32,72,76,76,75,42,-1.0,-1,9,2,2,2,-10
1331,81,83,83,82,11,79,75,76,77,39,5.0,1,2,8,7,5,-28
1332,72,72,75,74,47,78,75,76,76,17,1.0,1,-6,-3,-1,-2,30
1333,70,69,71,71,62,84,84,85,84,12,-4.0,-1,-14,-15,-14,-13,50
1334,81,77,79,78,16,74,73,76,75,21,2.0,1,7,4,3,3,-5
1335,72,72,74,73,38,74,69,70,71,50,1.0,1,-2,3,4,2,-12
1336,79,78,79,79,15,74,75,72,73,55,1.0,1,5,3,7,6,-40
1337,86,80,82,83,6,59,66,66,66,78,3.0,1,27,14,16,17,-72
1338,81,80,80,80,2,71,71,73,72,24,2.0,1,10,9,7,8,-22
1339,83,82,82,82,4,82,82,83,84,7,-1.0,-1,1,0,-1,-2,-3
1340,74,75,72,73,55,59,66,66,66,78,3.0,1,15,9,6,7,-23
1341,74,69,70,71,50,81,80,80,80,2,-2.0,-1,-7,-11,-10,-9,48
1342,71,71,73,72,24,74,73,76,75,21,2.0,1,-3,-2,-3,-3,3
1343,85,80,83,83,1,87,82,85,85,3,-1.0,-1,-2,-2,-2,-2,-2
1344,84,84,85,84,12,72,71,74,73,41,1.0,1,12,13,11,11,-29
1345,59,66,66,66,78,71,71,73,72,24,1.0,1,-12,-5,-7,-6,54
1346,86,80,82,83,6,79,78,79,79,15,3.0,1,7,2,3,4,-9
1347,74,73,76,75,21,72,72,74,73,38,2.0,1,2,1,2,2,-17
1348,83,82,82,82,4,85,80,83,83,1,1.0,1,-2,2,-1,-1,3
1349,82,82,83,84,7,87,82,85,85,3,-1.0,-1,-5,0,-2,-1,4
1350,70,71,73,73,64,77,76,76,76,33,-1.0,-1,-7,-5,-3,-3,31
1351,78,75,76,76,17,72,72,75,74,47,2.0,1,6,3,1,2,-30
1352,67,66,68,67,70,67,71,71,70,58,1.0,1,0,-5,-3,-3,12
1353,76,78,82,78,10,81,78,78,77,32,1.0,1,-5,0,4,1,-22
1354,86,80,82,83,6,71,71,73,72,24,1.0,1,15,9,9,11,-18
1355,81,80,80,80,2,79,78,79,79,15,3.0,1,2,2,1,1,-13
1356,78,75,76,76,9,74,75,72,73,55,-1.0,-1,4,0,4,3,-46
1357,72,72,75,74,47,82,82,83,84,7,-1.0,-1,-10,-10,-8,-10,40
1358,72,72,74,73,38,74,73,76,75,21,-1.0,-1,-2,-1,-2,-2,17
1359,81,80,80,80,2,81,77,79,78,16,1.0,1,0,3,1,2,-14
1360,79,78,79,79,15,86,80,82,83,6,-1.0,-1,-7,-2,-3,-4,9
1361,82,82,83,84,7,78,75,76,76,17,1.0,1,4,7,7,8,-10
1362,72,76,76,75,42,76,78,82,78,10,2.0,1,-4,-2,-6,-3,32
1363,82,74,74,77,23,72,72,69,72,43,-1.0,-1,10,2,5,5,-20
1364,73,69,74,73,48,78,75,76,76,9,1.0,1,-5,-6,-2,-3,39
1365,70,68,71,71,60,87,82,85,85,3,-2.0,-1,-17,-14,-14,-14,57
1366,81,83,83,82,11,79,74,77,76,37,2.0,1,2,9,6,6,-26
1367,59,66,66,66,78,79,78,79,79,15,3.0,1,-20,-12,-13,-13,63
1368,74,69,70,71,50,71,71,73,72,24,-1.0,-1,3,-2,-3,-1,26
1369,74,73,76,75,21,74,75,72,73,55,-2.0,-1,0,-2,4,2,-34
1370,78,76,75,76,25,79,76,76,77,35,1.0,1,-1,0,-1,-1,-10
1371,72,68,72,72,53,72,73,75,73,52,-1.0,-1,0,-5,-3,-1,1
1372,82,83,81,82,8,77,78,79,78,10,2.0,1,5,5,2,4,-2
1373,81,75,74,77,26,78,76,75,76,25,2.0,1,3,-1,-1,1,1
1374,65,71,70,70,59,74,73,69,73,36,-1.0,-1,-9,-2,1,-3,23
1375,83,83,85,84,7,70,68,68,69,62,5.0,1,13,15,17,15,-55
1376,84,82,84,83,6,86,81,81,83,3,-3.0,-1,-2,1,3,0,3
1377,73,77,76,76,40,76,74,77,76,27,-2.0,-1,-3,3,-1,0,13
1378,81,75,74,77,26,74,72,74,74,19,1.0,1,7,3,0,3,7
1379,65,71,70,70,59,72,73,75,73,52,-1.0,-1,-7,-2,-5,-3,7
1380,85,83,86,85,4,77,78,79,78,10,-1.0,-1,8,5,7,7,-6
1381,83,80,82,83,2,82,83,81,82,8,-3.0,-1,1,-3,1,1,-6
1382,74,73,69,73,36,85,82,83,83,5,1.0,1,-11,-9,-14,-10,31
1383,74,72,74,74,19,76,74,77,76,27,1.0,1,-2,-2,-3,-2,-8
1384,78,76,75,76,25,81,73,76,76,42,-1.0,-1,-3,3,-1,0,-17
1385,84,82,84,83,6,74,73,69,73,36,1.0,1,10,9,15,10,-30
1386,74,72,74,74,19,82,83,81,82,8,-1.0,-1,-8,-11,-7,-8,11
1387,83,80,82,83,2,81,75,74,77,26,5.0,1,2,5,8,6,-24
1388,69,74,73,73,49,76,74,77,76,27,-1.0,-1,-7,0,-4,-3,22
1389,85,85,83,84,9,79,76,76,77,35,2.0,1,6,9,7,7,-26
1390,72,68,72,72,53,72,67,72,71,56,1.0,1,0,1,0,1,-3
1391,81,73,76,76,42,78,76,75,76,25,1.0,1,3,-3,1,0,17
1392,85,82,83,83,5,74,73,69,73,36,-4.0,-1,11,9,14,10,-31
1393,82,83,81,82,8,74,72,74,74,19,1.0,1,8,11,7,8,-11
1394,81,75,74,77,26,83,80,82,83,2,-1.0,-1,-2,-5,-8,-6,24
1395,73,77,76,76,40,76,74,77,76,27,3.0,1,-3,3,-1,0,13
1396,75,70,69,70,38,69,68,67,68,105,1.0,1,6,2,2,2,-67
1397,83,80,82,83,2,74,72,74,74,19,1.0,1,9,8,8,9,-17
1398,81,75,74,77,26,82,83,81,82,8,-2.0,-1,-1,-8,-7,-5,18
1399,83,81,85,85,11,74,73,69,73,36,-1.0,-1,9,8,16,12,-25
1400,84,82,84,83,6,85,82,83,83,5,1.0,1,-1,0,1,0,1
1401,79,76,76,77,35,85,85,83,84,9,-4.0,-1,-6,-9,-7,-7,26
1402,73,77,76,76,40,69,74,73,73,49,1.0,1,4,3,3,3,-9
1403,69,68,67,68,105,75,70,69,70,38,-2.0,-1,-6,-2,-2,-2,67
1404,77,78,79,78,10,85,83,86,85,4,2.0,1,-8,-5,-7,-7,6
1405,74,72,74,74,19,81,75,74,77,26,-1.0,-1,-7,-3,0,-3,-7
1406,82,83,81,82,8,83,80,82,83,2,1.0,1,-1,3,-1,-1,6
1407,74,73,69,73,36,84,82,84,83,6,-2.0,-1,-10,-9,-15,-10,30
1408,85,85,83,84,9,83,83,85,84,7,-1.0,-1,2,2,-2,0,2
1409,72,73,75,73,52,65,71,70,70,59,2.0,1,7,2,5,3,-7
