,att1,def1,mid1,ovr1,rank1,att2,def2,mid2,ovr2,rank2,score,winner,att,def,mid,ovr,rank
660,84,82,84,84,1,78,72,76,75,13,1.0,1,6,10,8,9,-12
661,73,67,71,70,50,67,69,71,70,63,-1.0,-1,6,-2,0,0,-13
662,80,73,74,75,44,74,70,72,73,37,-1.0,-1,6,3,2,2,7
663,69,69,70,71,57,84,83,80,82,6,-5.0,-1,-15,-14,-10,-11,51
664,77,75,77,77,46,82,73,75,75,39,1.0,1,-5,2,2,2,7
665,75,73,74,74,61,77,75,77,77,46,-1.0,-1,-2,-2,-3,-3,15
666,85,80,81,82,7,75,74,72,73,68,4.0,1,10,6,9,9,-61
667,71,74,73,74,32,82,73,75,75,39,1.0,1,-11,1,-2,-1,-7
668,76,76,72,76,40,78,70,73,74,76,-1.0,-1,-2,6,-1,2,-36
669,84,81,80,81,20,76,69,68,72,54,3.0,1,8,12,12,9,-34
670,84,82,86,85,10,72,63,65,67,103,2.0,1,12,19,21,18,-93
671,84,78,76,79,8,71,70,69,71,43,1.0,1,13,8,7,8,-35
672,79,74,74,76,17,71,66,73,71,27,2.0,1,8,8,1,5,-10
673,82,73,75,75,39,80,79,79,80,4,-2.0,-1,2,-6,-4,-5,35
674,73,75,74,75,22,74,74,75,74,29,-1.0,-1,-1,1,-1,1,-7
675,70,75,77,76,12,76,69,68,72,54,2.0,1,-6,6,9,4,-42
676,72,63,65,67,103,75,75,73,74,18,-1.0,-1,-3,-12,-8,-7,85
677,79,74,74,76,17,81,80,81,80,9,-1.0,-1,-2,-6,-7,-4,8
678,85,78,81,82,2,71,71,71,72,36,2.0,1,14,7,10,10,-34
679,75,73,74,74,61,81,80,81,80,9,-4.0,-1,-6,-7,-7,-6,52
680,78,72,76,75,13,72,68,69,71,94,2.0,1,6,4,7,4,-81
681,79,74,74,76,17,76,76,72,76,40,1.0,1,3,-2,2,0,-23
682,84,82,86,85,10,85,74,78,80,5,-4.0,-1,-1,8,8,5,5
683,84,81,80,81,20,80,81,83,83,11,-1.0,-1,4,0,-3,-2,9
684,70,75,77,76,12,71,66,73,71,27,1.0,1,-1,9,4,5,-15
685,84,82,84,84,1,81,80,81,80,9,4.0,1,3,2,3,4,-8
686,72,68,69,71,94,85,74,78,80,5,-1.0,-1,-13,-6,-9,-9,89
687,84,82,86,85,10,78,72,76,75,13,-2.0,-1,6,10,10,10,-3
688,84,78,76,79,8,84,81,80,81,20,1.0,1,0,-3,-4,-2,-12
689,70,75,77,76,12,85,80,81,82,7,-3.0,-1,-15,-5,-4,-6,5
690,72,68,69,71,94,84,82,86,85,10,-3.0,-1,-12,-14,-17,-14,84
691,84,83,80,82,6,76,76,72,76,40,3.0,1,8,7,8,6,-34
692,85,74,78,80,5,78,72,76,75,13,2.0,1,7,2,2,5,-8
693,80,81,83,83,11,84,78,76,79,8,-1.0,-1,-4,3,7,4,3
694,81,76,76,78,3,84,78,76,79,8,2.0,1,-3,-2,0,-1,-5
695,84,83,80,82,6,81,76,76,78,3,1.0,1,3,7,4,4,3
696,85,80,81,82,7,84,82,84,84,1,-1.0,-1,1,-2,-3,-2,6
697,84,83,80,82,6,84,82,84,84,1,-6.0,-1,0,1,-4,-2,5
698,84,83,80,82,6,85,74,78,80,5,-3.0,-1,-1,9,2,2,1
699,84,82,84,84,1,85,78,81,82,2,1.0,1,-1,4,3,2,-1
700,71,74,73,74,32,77,75,77,77,46,-1.0,-1,-6,-1,-4,-3,-14
701,84,81,80,81,20,75,74,72,73,68,1.0,1,9,7,8,8,-48
702,84,82,84,84,1,85,78,81,82,2,-2.0,-1,-1,4,3,2,-1
703,80,79,79,80,4,72,68,69,71,94,2.0,1,8,11,10,9,-90
704,84,82,84,84,1,74,70,72,73,37,1.0,1,10,12,12,11,-36
705,75,75,73,74,18,72,70,71,72,21,-1.0,-1,3,5,2,2,-3
706,73,67,71,70,50,71,70,69,71,43,-1.0,-1,2,-3,2,-1,7
707,70,75,77,76,12,84,81,80,81,20,-2.0,-1,-14,-6,-3,-5,-8
708,73,75,74,75,22,85,74,78,80,5,1.0,1,-12,1,-4,-5,17
709,79,74,74,76,17,72,63,65,67,103,1.0,1,7,11,9,9,-86
710,75,74,72,73,68,80,81,83,83,11,-2.0,-1,-5,-7,-11,-10,57
711,71,71,71,72,36,70,75,77,76,12,1.0,1,1,-4,-6,-4,24
712,77,75,77,77,46,73,75,74,75,22,-1.0,-1,4,0,3,2,24
713,85,78,81,82,2,84,83,80,82,6,-2.0,-1,1,-5,1,0,-4
714,85,80,81,82,7,81,80,81,80,9,1.0,1,4,0,0,2,-2
715,80,73,74,75,44,84,82,84,84,1,2.0,1,-4,-9,-10,-9,43
716,75,74,72,73,68,69,68,67,69,59,1.0,1,6,6,5,4,9
717,71,74,73,74,32,81,80,81,80,9,-1.0,-1,-10,-6,-8,-6,23
718,67,69,71,70,63,72,70,71,72,21,-2.0,-1,-5,-1,0,-2,42
719,75,75,73,74,18,71,70,69,71,43,-2.0,-1,4,5,4,3,-25
720,85,74,78,80,5,79,74,74,76,17,-1.0,-1,6,0,4,4,-12
721,77,75,77,77,46,84,83,80,82,6,-4.0,-1,-7,-8,-3,-5,40
722,73,67,71,70,50,67,69,71,70,63,1.0,1,6,-2,0,0,-13
723,78,70,73,74,76,76,69,68,72,54,1.0,1,2,1,5,2,22
724,72,70,71,72,21,71,70,69,71,43,2.0,1,1,0,2,1,-22
725,74,74,75,74,29,76,76,77,77,30,1.0,1,-2,-2,-2,-3,-1
726,84,81,80,81,20,71,71,71,72,36,2.0,1,13,10,9,9,-16
727,74,74,75,74,29,84,83,80,82,6,-1.0,-1,-10,-9,-5,-8,23
728,72,63,65,67,103,72,72,69,71,85,1.0,1,0,-9,-4,-4,18
729,78,72,76,75,13,84,78,76,79,8,-1.0,-1,-6,-6,0,-4,5
730,73,67,71,70,50,76,76,77,77,30,-1.0,-1,-3,-9,-6,-7,20
731,76,69,68,72,54,78,70,73,74,76,1.0,1,-2,-1,-5,-2,-22
732,81,80,81,80,9,85,78,81,82,2,1.0,1,-4,2,0,-2,7
733,74,70,72,73,37,84,81,80,81,20,-2.0,-1,-10,-11,-8,-8,17
734,71,71,71,72,36,81,76,76,78,3,-1.0,-1,-10,-5,-5,-6,33
735,84,82,86,85,10,84,82,84,84,1,-1.0,-1,0,0,2,1,9
736,68,68,71,70,64,78,75,75,76,45,1.0,1,-10,-7,-4,-6,19
737,75,69,74,73,40,71,69,69,70,35,1.0,1,4,0,5,3,5
738,83,80,80,81,22,83,83,81,82,7,-2.0,-1,0,-3,-1,-1,15
739,83,83,81,82,7,77,70,75,75,9,1.0,1,6,13,6,7,-2
740,83,80,80,81,22,71,75,75,74,28,2.0,1,12,5,5,7,-6
741,71,69,69,70,35,68,68,71,70,64,1.0,1,3,1,-2,0,-29
742,83,76,77,80,14,86,83,84,84,6,2.0,1,-3,-7,-7,-4,8
743,73,70,71,71,50,74,70,69,71,69,-1.0,-1,-1,0,2,0,-19
744,83,83,81,82,7,78,74,74,75,27,2.0,1,5,9,7,7,-20
745,83,80,80,81,22,76,80,80,81,3,-1.0,-1,7,0,0,0,19
746,77,77,78,78,37,66,65,70,68,78,4.0,1,11,12,8,10,-41
747,77,70,75,75,9,74,68,71,72,31,2.0,1,3,2,4,3,-22
748,69,72,74,73,8,76,80,80,81,3,1.0,1,-7,-8,-6,-8,5
749,68,68,71,70,64,70,66,71,70,33,-1.0,-1,-2,2,0,0,31
750,83,83,81,82,7,73,70,71,71,50,1.0,1,10,13,10,11,-43
751,82,74,78,78,5,74,70,69,71,69,-1.0,-1,8,4,9,7,-64
752,78,74,77,77,26,73,71,74,73,11,-1.0,-1,5,3,3,4,15
753,70,71,72,72,46,83,79,78,80,10,-1.0,-1,-13,-8,-6,-8,36
754,74,68,71,72,31,68,63,60,65,67,-1.0,-1,6,5,11,7,-36
755,84,80,80,81,1,78,76,75,76,20,1.0,1,6,4,5,5,-19
756,81,82,79,82,17,82,79,79,80,4,-1.0,-1,-1,3,0,2,13
757,83,83,81,82,7,82,74,78,78,5,-1.0,-1,1,9,3,4,2
758,73,70,71,71,50,74,70,69,71,69,1.0,1,-1,0,2,0,-19
759,77,70,75,75,9,68,63,60,65,67,5.0,1,9,7,15,10,-58
760,78,74,74,75,27,74,68,71,72,31,-1.0,-1,4,6,3,3,-4
761,83,83,81,82,7,74,70,69,71,69,1.0,1,9,13,12,11,-62
762,77,70,75,75,9,78,76,75,76,20,1.0,1,-1,-6,0,-1,-11
763,68,63,60,65,67,73,70,71,71,50,-2.0,-1,-5,-7,-11,-6,17
764,77,70,75,75,9,73,70,71,71,50,1.0,1,4,0,4,4,-41
765,73,70,71,71,50,77,69,73,73,61,2.0,1,-4,1,-2,-2,-11
766,66,65,70,68,78,71,70,72,71,34,-1.0,-1,-5,-5,-2,-3,44
767,84,82,83,84,2,76,73,74,75,43,2.0,1,8,9,9,9,-41
768,74,75,72,74,44,68,68,71,70,64,-1.0,-1,6,7,1,4,-20
769,82,79,79,80,4,83,80,80,81,22,-1.0,-1,-1,-1,-1,-1,-18
770,77,70,75,75,9,77,69,73,73,61,1.0,1,0,1,2,2,-52
771,78,74,77,77,26,78,75,75,76,45,1.0,1,0,-1,2,1,-19
772,75,76,77,76,12,70,71,72,72,46,1.0,1,5,5,5,4,-34
773,75,69,74,73,40,84,82,83,84,2,-1.0,-1,-9,-13,-9,-11,38
774,78,75,75,76,45,73,71,74,73,11,-3.0,-1,5,4,1,3,34
775,84,80,80,81,1,74,68,71,72,31,-2.0,-1,10,12,9,9,-30
776,68,63,60,65,67,78,76,75,76,20,-2.0,-1,-10,-13,-15,-11,47
777,77,70,75,75,9,83,83,81,82,7,2.0,1,-6,-13,-6,-7,2
778,82,74,78,78,5,73,70,71,71,50,2.0,1,9,4,7,7,-45
779,82,79,79,80,4,71,75,75,74,28,1.0,1,11,4,4,6,-24
780,74,70,69,71,69,77,69,73,73,61,-1.0,-1,-3,1,-4,-2,8
781,73,73,73,74,15,77,77,78,78,37,-2.0,-1,-4,-4,-5,-4,-22
782,71,75,75,74,28,83,80,80,81,22,-1.0,-1,-12,-5,-5,-7,6
783,74,75,72,74,44,70,66,71,70,33,1.0,1,4,9,1,4,11
784,76,73,74,75,43,75,73,75,74,54,1.0,1,1,0,-1,1,-11
785,83,83,81,82,7,74,70,69,71,69,2.0,1,9,13,12,11,-62
786,74,68,71,72,31,68,63,60,65,67,2.0,1,6,5,11,7,-36
787,81,82,79,82,17,71,70,72,71,34,1.0,1,10,12,7,11,-17
788,83,76,77,80,14,73,73,73,74,15,-1.0,-1,10,3,4,6,-1
789,73,70,71,71,50,77,70,75,75,9,-1.0,-1,-4,0,-4,-4,41
790,68,63,60,65,67,74,70,69,71,69,2.0,1,-6,-7,-9,-6,-2
791,74,68,71,72,31,78,76,75,76,20,1.0,1,-4,-8,-4,-4,11
792,71,70,72,71,34,70,66,71,70,33,-1.0,-1,1,4,1,1,1
793,76,80,80,81,3,81,82,79,82,17,2.0,1,-5,-2,1,-1,-14
794,83,80,80,81,22,84,82,83,84,2,2.0,1,-1,-2,-3,-3,20
795,86,83,84,84,6,83,79,78,80,10,2.0,1,3,4,6,4,-4
796,69,72,74,73,8,83,76,77,80,14,-1.0,-1,-14,-4,-3,-7,-6
797,78,75,75,76,45,71,75,75,74,28,1.0,1,7,0,0,2,17
798,73,71,74,73,11,75,76,77,76,12,-1.0,-1,-2,-5,-3,-3,-1
799,83,83,81,82,7,73,70,71,71,50,3.0,1,10,13,10,11,-43
800,82,74,78,78,5,84,80,80,81,1,-1.0,-1,-2,-6,-2,-3,4
801,83,79,78,80,10,83,80,80,81,22,2.0,1,0,-1,-2,-1,-12
802,77,69,73,73,61,68,63,60,65,67,1.0,1,9,6,13,8,-6
803,78,76,75,76,20,77,70,75,75,9,3.0,1,1,6,0,1,11
804,74,70,69,71,69,74,68,71,72,31,-2.0,-1,0,2,-2,-1,38
805,80,74,75,76,39,68,70,72,71,101,3.0,1,12,4,3,5,-62
806,68,64,64,66,80,82,75,76,77,5,-1.0,-1,-14,-11,-12,-11,75
807,76,74,77,76,6,88,82,81,83,1,-1.0,-1,-12,-8,-4,-7,5
808,70,73,67,73,40,76,72,73,74,57,-1.0,-1,-6,1,-6,-1,-17
809,64,65,61,65,110,79,74,75,76,17,-3.0,-1,-15,-9,-14,-11,93
810,76,73,74,75,33,78,78,77,78,14,1.0,1,-2,-5,-3,-3,19
811,83,78,79,81,20,84,81,81,82,7,-1.0,-1,-1,-3,-2,-1,13
812,85,78,79,80,8,67,68,71,69,89,-1.0,-1,18,10,8,11,-81
813,78,81,83,84,2,78,80,79,80,12,-1.0,-1,0,1,4,4,-10
814,82,73,74,77,15,68,70,72,71,101,5.0,1,14,3,2,6,-86
815,70,69,69,70,36,72,71,74,74,52,1.0,1,-2,-2,-5,-4,-16
816,88,82,81,83,1,68,64,64,66,80,2.0,1,20,18,17,17,-79
817,73,76,75,75,30,80,75,78,78,25,-1.0,-1,-7,1,-3,-3,5
818,82,75,76,77,5,72,68,73,72,19,3.0,1,10,7,3,5,-14
819,78,80,79,80,12,83,78,79,81,20,-1.0,-1,-5,2,0,-1,-8
820,78,81,83,84,2,79,81,80,81,13,3.0,1,-1,0,3,3,-11
821,79,74,75,76,17,64,65,61,65,110,2.0,1,15,9,14,11,-93
822,85,78,79,80,8,80,80,81,82,4,1.0,1,5,-2,-2,-2,4
823,76,72,73,74,57,73,74,76,75,50,1.0,1,3,-2,-3,-1,7
824,77,79,74,77,9,71,70,72,71,23,1.0,1,6,9,2,6,-14
825,74,71,69,72,68,76,74,77,76,6,-3.0,-1,-2,-3,-8,-4,62
826,78,80,79,80,12,80,75,78,78,25,1.0,1,-2,5,1,2,-13
827,78,80,79,80,12,72,68,71,71,40,1.0,1,6,12,8,9,-28
828,79,74,75,76,17,75,68,70,73,37,1.0,1,4,6,5,3,-20
829,78,78,77,78,14,80,80,81,82,4,-1.0,-1,-2,-2,-4,-4,10
830,85,78,79,80,8,71,71,73,72,81,3.0,1,14,7,6,8,-73
831,84,81,81,82,7,72,77,72,74,59,1.0,1,12,4,9,8,-52
832,70,73,67,73,40,78,76,77,78,53,1.0,1,-8,-3,-10,-5,-13
833,82,73,74,77,15,83,78,79,81,20,-1.0,-1,-1,-5,-5,-4,-5
834,78,80,79,80,12,85,78,79,80,8,1.0,1,-7,2,0,0,4
835,73,76,75,75,30,83,78,79,81,20,-2.0,-1,-10,-2,-4,-6,10
836,84,81,81,82,7,76,72,73,74,57,3.0,1,8,9,8,8,-50
837,78,81,83,84,2,73,67,70,71,22,2.0,1,5,14,13,13,-20
838,80,80,81,82,4,71,71,73,72,81,1.0,1,9,9,8,10,-77
839,72,71,74,74,52,80,75,78,78,25,-1.0,-1,-8,-4,-4,-4,27
840,80,74,75,76,39,74,73,74,74,11,3.0,1,6,1,1,2,28
841,88,82,81,83,1,76,74,77,76,6,1.0,1,12,8,4,7,-5
842,79,81,80,81,13,68,70,72,71,101,2.0,1,11,11,8,10,-88
843,72,68,71,71,40,78,78,73,76,42,-1.0,-1,-6,-10,-2,-5,-2
844,67,68,71,69,89,73,74,76,75,50,-4.0,-1,-6,-6,-5,-6,39
845,82,75,76,77,5,75,68,70,73,37,1.0,1,7,7,6,4,-32
846,77,79,74,77,9,74,71,69,72,68,-1.0,-1,3,8,5,5,-59
847,76,74,77,76,6,68,64,64,66,80,1.0,1,8,10,13,10,-74
848,84,81,81,82,7,72,72,72,73,34,1.0,1,12,9,9,9,-27
849,83,83,80,83,3,71,70,72,71,23,-1.0,-1,12,13,8,12,-20
850,82,73,74,77,15,70,69,69,70,36,1.0,1,12,4,5,7,-21
851,80,80,81,82,4,79,81,80,81,13,-2.0,-1,1,-1,1,1,-9
852,86,83,84,84,10,70,73,67,73,40,1.0,1,16,10,17,11,-30
853,88,82,81,83,1,68,64,64,66,80,3.0,1,20,18,17,17,-79
854,73,76,75,75,30,73,67,70,71,22,-2.0,-1,0,9,5,4,8
855,78,80,79,80,12,74,73,74,74,11,1.0,1,4,7,5,6,1
856,86,83,84,84,10,80,75,78,78,25,3.0,1,6,8,6,6,-15
857,88,82,81,83,1,74,71,69,72,68,3.0,1,14,11,12,11,-67
858,80,80,81,82,4,76,73,74,75,33,3.0,1,4,7,7,7,-29
859,79,74,75,76,17,76,74,77,76,6,-7.0,-1,3,0,-2,0,11
860,78,76,77,78,53,74,73,74,74,11,-3.0,-1,4,3,3,4,42
861,70,73,67,73,40,80,75,78,78,25,-2.0,-1,-10,-2,-11,-5,15
862,70,69,69,70,36,78,81,83,84,2,-1.0,-1,-8,-12,-14,-14,34
863,82,75,76,77,5,76,74,77,76,6,-2.0,-1,6,1,-1,1,-1
864,79,81,80,81,13,76,73,74,75,33,-1.0,-1,3,8,6,6,-20
865,80,74,75,76,39,80,80,81,82,4,-1.0,-1,0,-6,-6,-6,35
866,74,73,74,74,11,70,69,69,70,36,1.0,1,4,4,5,4,-25
867,84,81,81,82,7,76,73,74,75,33,1.0,1,8,8,7,7,-26
868,73,67,70,71,22,80,80,81,82,4,-4.0,-1,-7,-13,-11,-11,18
869,79,81,80,81,13,86,83,84,84,10,2.0,1,-7,-2,-4,-3,3
870,74,73,74,74,11,80,80,81,82,4,2.0,1,-6,-7,-7,-8,7
871,85,78,79,80,8,74,73,74,74,11,2.0,1,11,5,5,6,-3
872,84,81,81,82,7,78,81,83,84,2,2.0,1,6,0,-2,-2,5
873,84,81,81,82,7,85,78,79,80,8,-1.0,-1,-1,3,2,2,-1
874,78,81,83,84,2,68,70,72,71,101,2.0,1,10,11,11,13,-99
875,88,82,81,83,1,77,79,74,77,9,1.0,1,11,3,7,6,-8
876,80,80,81,82,4,86,83,84,84,10,-2.0,-1,-6,-3,-3,-2,-6
877,68,64,64,66,80,71,70,72,71,23,-3.0,-1,-3,-6,-8,-5,57
878,82,75,76,77,5,74,71,69,72,68,2.0,1,8,4,7,5,-63
879,72,68,73,72,19,83,83,80,83,3,-3.0,-1,-11,-15,-7,-11,16
880,79,81,80,81,13,84,81,81,82,7,-2.0,-1,-5,0,-1,-1,6
881,83,78,79,81,20,78,78,73,76,42,-1.0,-1,5,0,6,5,-22
882,71,71,73,72,81,78,81,83,84,2,-3.0,-1,-7,-10,-10,-12,79
883,83,83,80,83,3,82,75,76,77,5,1.0,1,1,8,4,6,-2
884,76,74,77,76,6,68,64,64,66,80,3.0,1,8,10,13,10,-74
885,71,70,72,71,23,72,68,73,72,19,1.0,1,-1,2,-1,-1,4
886,66,70,69,71,62,73,66,69,70,46,1.0,1,-7,4,0,1,16
887,78,78,77,78,14,85,78,79,80,8,2.0,1,-7,0,-2,-2,6
888,77,79,74,77,9,75,68,70,73,37,4.0,1,2,11,4,4,-28
889,83,83,80,83,3,68,64,64,66,80,5.0,1,15,19,16,17,-77
890,75,68,70,73,37,82,75,76,77,5,-1.0,-1,-7,-7,-6,-4,32
891,77,79,74,77,9,74,71,69,72,68,3.0,1,3,8,5,5,-59
892,84,81,81,82,7,67,68,71,69,89,3.0,1,17,13,10,13,-82
893,73,67,70,71,22,78,78,77,78,14,-1.0,-1,-5,-11,-7,-7,8
894,78,81,83,84,2,70,73,67,73,40,3.0,1,8,8,16,11,-38
895,82,73,74,77,15,73,74,76,75,50,1.0,1,9,-1,-2,2,-35
896,83,78,79,81,20,84,81,81,82,7,-1.0,-1,-1,-3,-2,-1,13
897,80,74,75,76,39,67,68,71,69,89,3.0,1,13,6,4,7,-50
898,88,82,81,83,1,75,68,70,73,37,-1.0,-1,13,14,11,10,-36
899,76,74,77,76,6,71,70,72,71,23,1.0,1,5,4,5,5,-17
900,78,81,83,84,2,70,69,69,70,36,2.0,1,8,12,14,14,-34
901,74,71,69,72,68,83,83,80,83,3,-2.0,-1,-9,-12,-11,-11,65
902,75,68,70,73,37,71,70,72,71,23,-3.0,-1,4,-2,-2,2,14
903,77,79,74,77,9,72,68,73,72,19,1.0,1,5,11,1,5,-10
904,74,71,69,72,68,68,64,64,66,80,5.0,1,6,7,5,6,-12
905,70,73,67,73,40,71,71,73,72,81,1.0,1,-1,2,-6,1,-41
906,78,80,79,80,12,76,72,73,74,57,3.0,1,2,8,6,6,-45
907,84,81,81,82,7,80,74,75,76,39,1.0,1,4,7,6,6,-32
908,72,72,72,73,34,82,73,74,77,15,-3.0,-1,-10,-1,-2,-4,19
909,73,76,75,75,30,76,73,74,75,33,-1.0,-1,-3,3,1,0,-3
910,88,82,81,83,1,82,75,76,77,5,3.0,1,6,7,5,6,-4
911,68,64,64,66,80,75,68,70,73,37,1.0,1,-7,-4,-6,-7,43
912,76,74,77,76,6,77,79,74,77,9,2.0,1,-1,-5,3,-1,-3
913,72,68,73,72,19,74,71,69,72,68,3.0,1,-2,-3,4,0,-49
914,71,70,72,71,23,83,83,80,83,3,-2.0,-1,-12,-13,-8,-12,20
915,78,76,77,78,53,72,72,72,73,34,1.0,1,6,4,5,5,19
916,87,85,83,84,2,80,74,78,77,13,1.0,1,7,11,5,7,-11
917,70,68,71,70,30,73,75,73,74,42,-1.0,-1,-3,-7,-2,-4,-12
918,82,83,85,85,1,82,81,81,82,12,1.0,1,0,2,4,3,-11
919,87,80,84,84,4,79,77,81,79,9,1.0,1,8,3,3,5,-5
920,80,74,78,77,13,69,67,67,67,50,1.0,1,11,7,11,10,-37
921,73,73,75,74,36,75,73,74,74,60,1.0,1,-2,0,1,0,-24
922,82,79,76,79,17,87,85,83,84,2,-3.0,-1,-5,-6,-7,-5,15
923,70,69,70,70,36,78,79,82,80,20,2.0,1,-8,-10,-12,-10,16
924,88,81,82,83,3,73,70,73,73,53,3.0,1,15,11,9,10,-50
925,71,73,71,71,23,72,73,76,74,58,2.0,1,-1,0,-5,-3,-35
926,75,73,75,74,29,73,70,72,73,68,1.0,1,2,3,3,1,-39
927,69,67,67,67,50,87,80,84,84,4,2.0,1,-18,-13,-17,-17,46
928,87,85,83,84,2,73,73,75,74,36,3.0,1,14,12,8,10,-34
929,75,73,74,74,60,80,74,78,77,13,-2.0,-1,-5,-1,-4,-3,47
930,84,82,85,83,7,84,85,85,85,8,-2.0,-1,0,-3,0,-2,-1
931,78,79,82,80,20,80,84,81,82,15,-1.0,-1,-2,-5,1,-2,5
932,69,66,66,67,10,82,79,76,79,17,1.0,1,-13,-13,-10,-12,-7
933,88,81,82,83,3,76,76,75,75,25,-1.0,-1,12,5,7,8,-22
934,78,77,77,78,16,77,76,75,76,26,2.0,1,1,1,2,2,-10
935,84,82,85,83,7,73,73,75,74,36,5.0,1,11,9,10,9,-29
936,77,76,75,76,26,82,79,76,79,17,2.0,1,-5,-3,-1,-3,9
937,85,83,80,83,5,75,74,76,75,46,1.0,1,10,9,4,8,-41
938,73,70,73,73,53,79,75,78,77,65,-3.0,-1,-6,-5,-5,-4,-12
939,80,84,81,82,15,82,79,76,79,17,3.0,1,-2,5,5,3,-2
940,69,66,66,67,10,73,73,75,74,36,1.0,1,-4,-7,-9,-7,-26
941,87,80,84,84,4,87,85,83,84,2,1.0,1,0,-5,1,0,2
942,76,76,75,75,25,84,82,85,83,7,1.0,1,-8,-6,-10,-8,18
943,84,77,76,78,6,76,70,74,73,45,2.0,1,8,7,2,5,-39
944,72,70,73,72,43,87,85,83,84,2,-4.0,-1,-15,-15,-10,-12,41
945,73,75,73,74,42,80,74,78,77,13,-4.0,-1,-7,1,-5,-3,29
946,84,82,85,83,7,82,81,81,82,12,1.0,1,2,1,4,1,-5
947,76,70,74,73,45,79,77,81,79,9,1.0,1,-3,-7,-7,-6,36
948,73,75,73,74,42,79,77,81,79,9,-2.0,-1,-6,-2,-8,-5,33
949,72,70,73,72,43,82,83,85,85,1,-1.0,-1,-10,-13,-12,-13,42
950,79,75,78,77,65,88,81,82,83,3,-1.0,-1,-9,-6,-4,-6,62
951,79,75,78,77,65,78,77,77,78,16,-1.0,-1,1,-2,1,-1,49
952,82,83,85,85,1,73,75,73,74,42,2.0,1,9,8,12,11,-41
953,82,83,85,85,1,78,77,77,78,16,3.0,1,4,6,8,7,-15
954,78,77,77,78,16,73,73,75,74,36,1.0,1,5,4,2,4,-20
955,79,77,81,79,9,82,83,85,85,1,-1.0,-1,-3,-6,-4,-6,8
956,87,85,83,84,2,75,73,74,74,60,2.0,1,12,12,9,10,-58
957,70,69,70,70,36,76,76,75,75,25,1.0,1,-6,-7,-5,-5,11
958,79,77,81,79,9,73,73,75,74,36,-3.0,-1,6,4,6,5,-27
959,84,82,85,83,7,78,79,82,80,20,4.0,1,6,3,3,3,-13
960,75,74,76,75,46,82,83,85,85,1,-1.0,-1,-7,-9,-9,-10,45
961,75,75,78,77,19,84,77,76,78,6,4.0,1,-9,-2,2,-1,13
962,84,85,85,85,8,80,84,81,82,15,3.0,1,4,1,4,3,-7
963,81,76,75,76,14,76,75,78,76,39,1.0,1,5,1,-3,0,-25
964,77,79,75,77,47,85,83,80,83,5,-1.0,-1,-8,-4,-5,-6,42
965,73,70,73,73,53,88,81,82,83,3,-1.0,-1,-15,-11,-9,-10,50
966,78,79,82,80,20,70,69,70,70,36,2.0,1,8,10,12,10,-16
967,71,73,71,71,23,75,74,76,75,46,2.0,1,-4,-1,-5,-4,-23
968,69,67,67,67,50,79,77,81,79,9,1.0,1,-10,-10,-14,-12,41
969,75,73,74,74,60,69,66,66,67,10,-2.0,-1,6,7,8,7,50
970,73,73,75,74,36,82,79,76,79,17,-1.0,-1,-9,-6,-1,-5,19
971,80,74,78,77,13,73,73,75,74,36,-1.0,-1,7,1,3,3,-23
972,82,81,81,82,12,73,70,72,73,68,1.0,1,9,11,9,9,-56
973,71,73,71,71,23,82,83,85,85,1,-2.0,-1,-11,-10,-14,-14,22
974,70,69,70,70,36,84,82,85,83,7,-1.0,-1,-14,-13,-15,-13,29
975,81,76,75,76,14,77,76,75,76,26,-1.0,-1,4,0,0,0,-12
976,87,85,83,84,2,79,77,81,79,9,3.0,1,8,8,2,5,-7
977,75,73,74,74,60,87,80,84,84,4,-2.0,-1,-12,-7,-10,-10,56
978,73,73,75,74,36,75,72,73,73,51,-1.0,-1,-2,1,2,1,-15
979,88,81,82,83,3,75,79,78,78,11,2.0,1,13,2,4,5,-8
980,82,79,76,79,17,69,67,67,67,50,2.0,1,13,12,9,12,-33
981,71,73,71,71,23,75,79,78,78,11,-1.0,-1,-4,-6,-7,-7,12
982,75,73,75,74,29,78,79,82,80,20,-1.0,-1,-3,-6,-7,-6,9
983,84,82,85,83,7,81,76,75,76,14,2.0,1,3,6,10,7,-7
984,76,76,75,75,25,80,84,81,82,15,1.0,1,-4,-8,-6,-7,10
985,79,75,78,77,65,87,80,84,84,4,-1.0,-1,-8,-5,-6,-7,61
986,84,77,76,78,6,78,77,77,78,16,-1.0,-1,6,0,-1,0,-10
987,76,75,78,76,39,82,79,76,79,17,1.0,1,-6,-4,2,-3,22
988,70,69,70,70,57,80,74,78,77,13,-4.0,-1,-10,-5,-8,-7,44
989,77,76,75,76,26,75,75,78,77,19,-4.0,-1,2,1,-3,-1,7
990,76,70,74,73,45,78,79,82,80,20,-3.0,-1,-2,-9,-8,-7,25
991,76,75,79,77,10,76,75,75,75,17,-1.0,-1,0,0,4,2,-7
992,67,68,68,69,75,82,77,71,74,18,-6.0,-1,-15,-9,-3,-5,57
993,80,75,77,77,24,72,72,76,75,62,3.0,1,8,3,1,2,-38
994,82,82,85,84,2,81,78,77,79,11,-1.0,-1,1,4,8,5,-9
995,78,77,74,76,42,74,78,77,78,8,-1.0,-1,4,-1,-3,-2,34
996,85,85,81,83,19,87,80,80,82,12,-2.0,-1,-2,5,1,1,7
997,79,80,80,80,15,84,81,81,82,5,-1.0,-1,-5,-1,-1,-2,10
